"Product ID","SKU","Product Name","Price","Original Price","Brand Name","Discount","Thumbnail URL","Short Description","Images","Colors","Size","Rating Average","Review Count","Discount Rate","Quantity Sold","URL Key","URL Path","Short URL","Type","CreateTime"
"158810802","9932187482377","Giày Nam Pierre Cardin - PCMFWLF 752","1245000.0","2490000.0","Pierre Cardin","1245000.0","https://salt.tikicdn.com/cache/280x280/ts/product/67/b5/51/2d74ccf7a18d5b7cba19b2504f5a867d.png","Sản phẩm: Giày Nam Pierre Cardin - PCMFWLF 752Giày nam Pierre Cardin PCMFWLF 752 được sản xuất từ 100% da thật nhập khẩu với kiểu thiết kế giày không dây giúp cho trang phục của bạn thêm phần sang trọ...","https://salt.tikicdn.com/cache/w1200/ts/product/67/b5/51/2d74ccf7a18d5b7cba19b2504f5a867d.png;https://salt.tikicdn.com/cache/w1200/ts/product/62/47/8b/f91637c8f423ffcf85329d2ea721c6e3.png;https://salt.tikicdn.com/cache/w1200/ts/product/5a/66/f5/ffc6aabbdf8bb135df6f2375239d7b6e.png;https://salt.tikicdn.com/cache/w1200/ts/product/ff/c4/8d/e940bb175b91254b7e24d83ba47db110.png","BLACK;BROWN;GOLD","39;40;41;42;43","4.8","16","50","57","giay-nam-pierre-cardin-pcmfwlf-752-p158810802","giay-nam-pierre-cardin-pcmfwlf-752-p158810802.html?spid=158810828","https://tiki.vn/product-p158810802.html?spid=158810828","configurable","2024-10-25T19:51:11.052869200"
"253169428","1924306560399","Dép Sandal Nam, Dép Quai Hậu 2 Quai Dán Mã DP36","250000.0","500000.0","Laceva","250000.0","https://salt.tikicdn.com/cache/280x280/ts/product/5e/d2/b1/c03fa021613187e99d8b004514006ad6.jpg","Size : 39 đến 43Màu sắc : ĐenChất Liệu Đế dép: cao suChất Liệu Quai: Quai DùXuất Xứ; Việt NamMang êm chân kiểu dáng thời trangMix đồ cực kì chất️ CAM KẾT HÀNG GIỐNG ẢNH VÀ VIDEO Dép tại...","https://salt.tikicdn.com/cache/w1200/ts/product/5e/d2/b1/c03fa021613187e99d8b004514006ad6.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/cf/3a/a3/3496b406f7c7c1e7e4b042c4c1ffe29c.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/ed/01/84/1906438116e1e25507b446be41fa36cc.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/45/87/d1/c8a0d1121f8c0a33d0d0eba620403c05.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/5d/e1/e5/de0ee33eeb7a1486c714fca0763dd6c7.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/f6/9e/a4/57a0bd3b680733d40827ff64f119cc95.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/08/3f/a6/b859694eb391478f11a363bde2bd693d.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/7a/fd/07/ce77f706eaa2143e6ed6e38d4eae9142.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/e5/5f/08/d337fad5ab7dfef7f2201e6ce6ff23a9.jpg","39;40;41;42;43;44","","4.7","3","50","30","dep-sandal-nam-dep-quai-hau-2-quai-dan-ma-dp36-p253169428","dep-sandal-nam-dep-quai-hau-2-quai-dan-ma-dp36-p253169428.html?spid=253169430","https://tiki.vn/product-p253169428.html?spid=253169430","configurable","2024-10-25T19:51:15.568770300"
"252861735","3093281025913","Keo dán giày bền chặt, chống thấm hiệu quả, chất keo lỏng, thiết kế dạng kim dễ dàng sử dụng, tiện lợi - BuyBox - BBPK357","32000.0","32000.0","buybox","0.0","https://salt.tikicdn.com/cache/280x280/ts/product/ef/16/23/7111741492c656c5b4df27a40f503a12.jpg","Bạn đang tìm kiếm keo dán giày dép. Bạn không biết mua KEO DÁN GIÀY ở đâu? Bạn không biết keo dán giày thể thao loại nào tốt? Keo dán giày da tốt? Keo dán giày chất lượng cao có những loại nào?Dưới ...","https://salt.tikicdn.com/cache/w1200/ts/product/ef/16/23/7111741492c656c5b4df27a40f503a12.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/ab/b3/ac/de45c8278b6e8f909f80c8e2b1b11106.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/d2/d1/e6/3bb5ccc0f394251729ed3cdfa9269800.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/64/f7/68/a44ce74643fcdf398dec0075d610dd54.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/05/8e/63/3bd5f30bafd67ac2b0bc5284b0be8fc0.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/64/2f/20/c5e9121ac57859263879ce3713449ea6.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/04/25/fb/7cdf4d2e60e9660b13529ab66c49af0d.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/2d/5c/fd/2249168ec48b3fd57ec5acbdfb95beb9.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/7d/cd/86/d0918420205423f690c0f338ae81f84f.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/c8/14/e3/ed2e62dbbccbbc6770b6665d1754995c.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/b0/5b/af/ddffe08dbad0787d5d5fbf4f6c98b927.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/af/93/fb/fdfce36a7776d64dc82adb37cef192d2.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/d3/ef/5d/e6298fae6b06d8f60990d844ac5f5f02.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/76/b7/05/6ea43ee895d1ecb484007aa1e8e36f36.jpg","","","4.5","6","0","0","keo-dan-giay-ben-chat-chong-tham-hieu-qua-chat-keo-long-thiet-ke-dang-kim-de-dang-su-dung-tien-loi-buybox-bbpk357-p252861735","keo-dan-giay-ben-chat-chong-tham-hieu-qua-chat-keo-long-thiet-ke-dang-kim-de-dang-su-dung-tien-loi-buybox-bbpk357-p252861735.html","https://tiki.vn/product-p252861735.html","simple","2024-10-25T19:51:19.307005"
"7349821","8221726150578","Dép Nam Doctor BIGGBEN Da Bò Thật Cao Cấp DN95","329000.0","400000.0","BIGGBEN","71000.0","https://salt.tikicdn.com/cache/280x280/ts/product/80/00/58/a0ec63c1fcd21d2542263689aff56ec9.jpg","Dép Nam với chất liệu da bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Dép Nam được xử lý đặc biệt đ...","https://salt.tikicdn.com/cache/w1200/ts/product/80/00/58/a0ec63c1fcd21d2542263689aff56ec9.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/93/59/35/11edfb1be540f069e5245bb9b78333e2.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/31/7a/20/6554ce7601911bbf76696ef51909f3c9.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/37/0c/ef/348a5cc1547d398c8dc26ac4f9aba9ca.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/5c/3c/54/04898b9a2e67754bafaedcad8ce38cf8.jpg","38;39;40;41;42;43","","4.3","57","18","198","dep-nam-doctor-biggben-da-bo-that-cao-cap-dn95-p7349821","dep-nam-doctor-biggben-da-bo-that-cao-cap-dn95-p7349821.html?spid=7349837","https://tiki.vn/product-p7349821.html?spid=7349837","configurable","2024-10-25T19:51:22.977436400"
"73842197","8705684194152","Giày Tây Nam Công Sở Da Mềm, Đế Khâu, Cao 3.5cm Lê Sang","133000.0","250000.0","Lê Sang","117000.0","https://salt.tikicdn.com/cache/280x280/ts/product/c0/8b/ee/6da088619660a236311254bee2c24a58.png","Size: 38 đến 43Màu Sắc: ĐenKiểu Dáng: Giày xỏ, mũi nhọnGiày Tây Nam Lê Sang Đế Cao Lịch Lãm với chất liệu bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn nam luôn thoải mái, tự tin khi đi...","https://salt.tikicdn.com/cache/w1200/ts/product/c0/8b/ee/6da088619660a236311254bee2c24a58.png;https://salt.tikicdn.com/cache/w1200/ts/product/b6/5e/b9/032492fb72ec3b31a004da157c767a40.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/ab/b2/2d/1224ff55ba8c97c26a5771065f653994.jpg","38;39;40;41;42;43","","4.5","218","47","592","giay-tay-nam-cong-so-da-mem-de-khau-cao-3-5cm-le-sang-p73842197","giay-tay-nam-cong-so-da-mem-de-khau-cao-3-5cm-le-sang-p73842197.html?spid=73842199","https://tiki.vn/product-p73842197.html?spid=73842199","configurable","2024-10-25T19:51:28.258970700"
"275855490","4516384076608","Giày thời trang nam NIKE NIKE AIR HUARACHE RUNNER","3509000.0","4689000.0","Nike","1180000.0","https://salt.tikicdn.com/cache/280x280/ts/product/22/c8/e4/83b98624ec88c6b1ec586d9c5f2a9778.jpg","Giày thời trang nam NIKE NIKE AIR HUARACHE RUNNERNike là nhà cung cấp toàn cầu về giày, quần áo và dụng cụ thể thao số một thế giới. Được thành lập vào ngày 25 tháng 1 năm 1964 với tên Blue Ribbon Sp...","https://salt.tikicdn.com/cache/w1200/ts/product/22/c8/e4/83b98624ec88c6b1ec586d9c5f2a9778.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/64/3b/0f/df0c07adf13957d12345f3d09ce7682d.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/98/66/a0/3cc6d536249f96d0a528c7ef8fe684d6.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/d4/da/cd/e64fbe6feb15424d9d0ceb272322262a.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/d1/3c/57/103bf260f21dd3e124c4e89bf6c77ae0.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/b0/41/b3/ee4c3b9abbe9b9972f190fe4f03455a5.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/93/4a/a5/2ec279dab3a035b56c40d95b61bf401a.jpeg;https://salt.tikicdn.com/cache/w1200/ts/product/dc/40/0b/104a152d50efe84c1c7a94ee8d65aca6.jpeg;https://salt.tikicdn.com/cache/w1200/ts/product/95/cf/a3/e165950c2ff41ce785f6c8566e615938.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/2a/ed/c7/06ed35548e3cdc73cd410ccf9b5f47dc.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/d7/7d/88/9aefd1bf1a153d0500fd30127421088e.jpg","SUMMIT WHITE/METALLIC SILVER-WHITE","10 US;8 US;8.5 US;9 US;9.5 US","0.0","0","25","0","giay-thoi-trang-nam-nike-nike-air-huarache-runner-p275855490","giay-thoi-trang-nam-nike-nike-air-huarache-runner-p275855490.html?spid=275858388","https://tiki.vn/product-p275855490.html?spid=275858388","configurable","2024-10-25T19:51:32.298293100"
"79730828","3269707275551","GIÀY LƯỜI NAM DA BÒ 100%, HÀNG CAO CẤP, ĐI RẤT ÊM CHÂN, KHÔNG HÔI","449000.0","600000.0","DONAVY","151000.0","https://salt.tikicdn.com/cache/280x280/ts/product/28/b8/09/d9bdd0d0c906d6d37ed2eb511213c322.jpg","       SẢN PHẨM QUÝ KHÁCH HÀNG TIN DÙNG ĐƯỢC CUNG CẤP BỞI THƯƠNG HIỆU DONAVY   Da bò mềm mại sẽ hạn chế tối đa tình trạng trầy xước và gãy da khi sử dụng lâu ngày.   Đế Khâu Cẩn Thận Chắc Chắn -...","https://salt.tikicdn.com/cache/w1200/ts/product/28/b8/09/d9bdd0d0c906d6d37ed2eb511213c322.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/ce/85/ad/22718e2de337774484b65a8a24604e95.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/d2/c4/0b/d3240425fc250199b7dee57255cc3b28.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/29/bd/c8/0e19b08fa2186ad1f085aa4ce02d8599.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/37/a6/16/4f9bfebdc3b3b09b5f0d37e82e6fe6aa.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/25/3c/08/cac1ee0822af64acf0e97737251d079b.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/a6/65/ba/475d9c7a4ab9ad6897f83a919222baef.jpg","Đen","38;39;40;41;42;43","4.6","13","25","25","giay-luoi-nam-da-bo-100-hang-cao-cap-di-rat-em-chan-khong-hoi-p79730828","giay-luoi-nam-da-bo-100-hang-cao-cap-di-rat-em-chan-khong-hoi-p79730828.html?spid=79730918","https://tiki.vn/product-p79730828.html?spid=79730918","configurable","2024-10-25T19:51:36.696477200"
"26667448","6574075015565","Dép Nam BIGGBEN Da Bò Thật Cao Cấp DN197","289000.0","350000.0","BIGGBEN","61000.0","https://salt.tikicdn.com/cache/280x280/ts/product/ad/9a/fa/7fe18fcb8e5afd33cf7a36538050c627.jpg","Dép Nam với chất liệu da bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Dép Nam được xử lý đặc biệt ...","https://salt.tikicdn.com/cache/w1200/ts/product/ad/9a/fa/7fe18fcb8e5afd33cf7a36538050c627.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/58/b5/98/198e5f05863a36d35950cbea4a2c2af9.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/77/07/01/caeb7a8f3d5a72dd8529ebc778fbe2ed.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/ac/3b/a6/c36837193bc3f44ad4be492d2051b6a4.jpg","38;39;40;41;42;43","","4.6","9","17","26","dep-nam-biggben-da-bo-that-cao-cap-dn197-p26667448","dep-nam-biggben-da-bo-that-cao-cap-dn197-p26667448.html?spid=26667456","https://tiki.vn/product-p26667448.html?spid=26667456","configurable","2024-10-25T19:51:40.258447600"
"177662569","3731987094027","Dép Nam Quai Ngang Da Bò Thật BIGGBEN Cao Cấp DN306","279000.0","350000.0","BIGGBEN","71000.0","https://salt.tikicdn.com/cache/280x280/ts/product/e1/6b/34/198ecbad9536fedeb5ce3059d0d210fb.jpg","Dép Nam với chất liệu da Bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm.Dép Nam được xử lý đặc biệt để tạo độ bóng mờ mạnh mẽ...","https://salt.tikicdn.com/cache/w1200/ts/product/e1/6b/34/198ecbad9536fedeb5ce3059d0d210fb.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/97/02/64/42fe42e1cd221577bc9fef76aa66def6.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/51/01/9d/e6c1a8190fb75c1dc9ad223815d62e4c.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/7e/9c/98/7a28a5ddbdd58ec28906b4733f833de6.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/f8/35/2f/8655f499c337d2dce5fb2a92250bfb81.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/f4/95/4b/78bfbc195400aa90afdc9742a29a1214.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/2d/19/ea/44421f85b9dc6f1ed23f6140ecfe95b4.jpg","NÂU ĐẬM;Nâu Nhạt;Vàng bò;đen","38;39;40;41;42;43;44","5.0","1","20","13","dep-nam-quai-ngang-da-bo-that-biggben-cao-cap-dn306-p177662569","dep-nam-quai-ngang-da-bo-that-biggben-cao-cap-dn306-p177662569.html?spid=177662585","https://tiki.vn/product-p177662569.html?spid=177662585","configurable","2024-10-25T19:51:43.875860200"
"273846963","2617678375268","Giày thời trang nam NIKE NIKE FULL FORCE LO","1899000.0","2749000.0","Nike","850000.0","https://salt.tikicdn.com/cache/280x280/ts/product/25/94/36/d4bfd32dabe48324d906081a9e3dc6f1.jpg","Giày thời trang nam NIKE NIKE FULL FORCE LONike là nhà cung cấp toàn cầu về giày, quần áo và dụng cụ thể thao số một thế giới. Được thành lập vào ngày 25 tháng 1 năm 1964 với tên Blue Ribbon Sports b...","https://salt.tikicdn.com/cache/w1200/ts/product/25/94/36/d4bfd32dabe48324d906081a9e3dc6f1.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/f6/36/d6/2a3726bf1726e50827617d36928300bb.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/4d/c9/13/02e60c83a84671374f8ccf8b4af97cc1.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/8a/90/a2/037518d341bdb9a1ce0aa2af01cc60a1.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/b3/4b/6c/5aa87d7649b00a496a773a31a39831ed.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/ca/d3/96/4a3141bc871aca40054d8d78bf47aa6e.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/27/df/47/cc91c135c95c17a0aad71c4db3b28d2c.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/30/a0/12/771dcc9386f8490f21cb5dc4106fdf89.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/6b/4d/76/4d45c51ecf22b8ff97090d7eafcfac8e.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/40/10/d0/5fd9e686115139061c893e6333b49b8d.jpg","WHITE/BLACK-PEWTER-SAIL;WHITE/MYSTIC RED-BLACK-SAIL;WHITE/POLAR-BLACK-SAIL","7.5 US;8 US;8.5 US","5.0","5","31","16","giay-thoi-trang-nam-nike-nike-full-force-lo-p273846963","giay-thoi-trang-nam-nike-nike-full-force-lo-p273846963.html?spid=273847027","https://tiki.vn/product-p273846963.html?spid=273847027","configurable","2024-10-25T19:51:47.679813600"
